4660461.038498263,6.1498821225680675e-12,0.5405341199892786e6,0.03885038211335091
6833855.4154775515,9.783900605358742e-12,4.642246877769941e6,0.039898524001096954
1494410.492364922,10.325812096386052e-12,9.031229977131344e6,10.554973518273204
2974646.156765396,8.909555926268837e-12,5.586075594269133e6,1.954905048626479
10500200.830882387,6.797920283285022e-12,6.810584913329971e6,0.12437003442190345
6361173.869031742,11.039901154082052e-12,6.2327947426661545e6,0.2152137697089918
7272582.218853569,5.009091582979197e-12,6.7130172820268825e6,0.2358342603605939
3381806.8619153216,8.399832658616726e-12,1.3017718262672737e6,0.06646469894477543
3128179.765559231,10.997211589166213e-12,3.0376915926569503e6,0.7248697540050979
9498591.809398066,10.444881667686307e-12,1.7367928813548592e6,0.038211674674902094
9748939.61906057,8.116927472003795e-12,3.165576856788534e6,0.06280262816936608
2196562.0388483717,10.389605679665522e-12,5.07143616238195e6,3.1649314940343185
686242.0741117267,5.570696341555084e-12,3.5022258435910465e6,9.604977337770094
5907430.918982106,7.978474629259957e-12,7.449212563229077e6,0.18382659314199024
7246827.74984982,11.129211818101336e-12,3.3097192462073113e6,0.10431003278209038
6344034.442997531,10.965899031044536e-12,7.04570124969483e6,0.013323603450861195
4974223.7086688215,6.635956204194585e-12,8.996943170486993e6,0.8454100675324343
10496651.944766225,9.785579615696534e-12,9.340844226445983e6,0.2404027037417162
8275230.122244318,6.183463103532385e-12,0.9927421157921167e6,0.0278742345080414
9549270.28852658,7.610402241232704e-12,3.496035544849411e6,0.06656064065291083
4807930.757796346,5.914323962711068e-12,8.158669492265352e6,0.7356565018117447
827072.829064986,10.831039485459343e-12,7.323372932967025e6,16.984980139874168
4700284.61877291,11.80757743945524e-12,2.404490304593123e6,0.072798398412219
1614952.5307627474,6.394863228348253e-12,3.2429707577829605e6,2.8949381238199576
6895672.913108461,7.187958840219288e-12,9.232166732617316e6,0.08812515440171038
3912444.7730548596,6.550345796667874e-12,4.931896793937064e6,0.6748238790760588
7372427.543902489,5.803689037758309e-12,0.1327482227317669e6,0.031122205225627527
1570288.4638998704,8.95736713492989e-12,4.7406110136959e6,4.834955264486656
6039346.718260633,9.632848273727706e-12,3.572540935164016e6,0.1266250718116674
2498285.6704673176,6.672010192323855e-12,6.27012861348054e6,3.0749408075723843
2335261.549437008,6.171203213787971e-12,2.105405463786796e6,0.8348377018083897
938778.9683644063,8.095102024773313e-12,9.385446411516847e6,18.82498390742554
8532887.290087018,9.909088481793079e-12,2.5555369926980944e6,0.06661783255678705
7028135.446553793,7.1305491284308395e-12,5.958060110372223e6,0.20586064905710538
7814181.07995199,5.624636480016419e-12,5.047449011609568e6,0.1256432699364556
2195071.5586445425,10.299679504967447e-12,3.729639664555685e6,2.184911089500652
8212732.6176356375,9.638521177443163e-12,5.628231059373019e6,0.03966434748729472
